-0.82,;0.33
0.13,;-0.03,;0.99
3.05,;0.98,;2.56
0.13,;-0.03,;0.99
3.05,;0.92,;2.62
0.13,;-0.03,;0.99
3.05,;0.92,;2.62
0.13,;-0.03,;0.99
3.05,;0.92,;2.50
0.13,;-0.03,;0.99
3.17,;0.79,;2.62
0.13,;-0.03,;0.99
3.17,;0.73,;2.56
0.13,;-0.03,;0.99
3.17,;0.73,;2.62
0.13,;-0.03,;0.99
3.17,;0.85,;2.62
0.13,;-0.03,;0.99
3.17,;0.79,;2.38
0.13,;-0.03,;0.99
2.93,;0.85,;2.62
0.13,;-0.03,;0.99
3.05,;0.67,;2.50
0.13,;-0.03,;0.99
3.23,;0.79,;2.56
0.13,;-0.03,;0.99
3.23,;0.79,;2.50
0.13,;-0.03,;0.99
3.30,;0.79,;2.50
0.13,;-0.03,;0.99
3.23,;0.92,;2.44
0.13,;-0.03,;0.99
3.23,;0.73,;2.62
0.13,;-0.03,;0.99
3.30,;0.61,;2.50
0.13,;-0.03,;0.99
3.17,;0.79,;2.50
0.13,;-0.03,;0.99
3.23,;0.79,;2.62
0.13,;-0.03,;0.99
3.11,;0.73,;2.56
0.13,;-0.03,;0.99
3.05,;0.92,;2.69
0.13,;-0.03,;0.99
3.17,;0.85,;2.44
0.13,;-0.03,;0.99
3.17,;0.79,;2.38
0.13,;-0.03,;0.99
3.11,;0.79,;2.56
0.13,;-0.03,;0.99
3.30,;0.67,;2.44
0.13,;-0.03,;0.99
3.17,;0.85,;2.50
0.13,;-0.03,;0.99
3.11,;0.92,;2.56
0.13,;-0.03,;0.99
3.17,;0.92,;2.50
0.13,;-0.03,;0.99
3.30,;0.85,;2.62
0.13,;-0.03,;0.99
3.23,;0.85,;2.50
0.13,;-0.03,;0.99
3.11,;0.73,;2.44
0.13,;-0.03,;0.99
3.17,;0.85,;2.56
0.13,;-0.03,;0.99
3.11,;0.73,;2.62
0.13,;-0.03,;0.99
2.93,;0.85,;2.56
0.13,;-0.03,;0.99
3.30,;0.79,;2.75
0.13,;-0.03,;0.99
2.93,;0.92,;2.56
0.13,;-0.03,;0.99
3.11,;0.92,;2.62
0.13,;-0.03,;0.99
3.11,;0.85,;2.75
0.13,;-0.03,;0.99
3.11,;0.79,;2.56
0.13,;-0.03,;0.99
2.99,;0.85,;2.44
0.13,;-0.03,;0.99
3.11,;0.85,;2.62
0.13,;-0.03,;0.99
3.17,;0.98,;2.62
0.13,;-0.03,;0.99
3.05,;0.85,;2.62
0.13,;-0.03,;0.99
3.05,;0.85,;2.62
0.13,;-0.03,;0.99
2.99,;0.92,;2.62
0.13,;-0.03,;0.99
3.17,;0.79,;2.56
0.13,;-0.03,;0.99
3.17,;0.79,;2.50
0.13,;-0.03,;0.99
3.05,;0.92,;2.62
0.13,;-0.03,;0.99
3.05,;0.85,;2.56
0.13,;-0.03,;0.99
3.05,;0.85,;2.56
0.13,;-0.03,;0.99
3.17,;0.98,;2.69
0.13,;-0.03,;0.99
3.11,;0.85,;2.50
0.13,;-0.03,;0.99
3.05,;0.92,;2.50
0.13,;-0.03,;0.99
3.11,;0.73,;2.69
0.13,;-0.03,;0.99
3.11,;0.73,;2.50
0.13,;-0.02,;0.99
3.05,;0.73,;2.56
0.13,;-0.03,;0.99
2.99,;0.98,;2.50
0.13,;-0.02,;0.99
3.05,;0.79,;2.62
0.13,;-0.03,;0.99
3.23,;0.79,;2.56
0.13,;-0.03,;0.99
3.05,;0.85,;2.62
0.13,;-0.03,;0.99
3.11,;0.73,;2.56
0.13,;-0.03,;0.99
3.23,;0.85,;2.69
0.13,;-0.03,;0.99
3.05,;0.85,;2.62
0.13,;-0.03,;0.99
3.11,;0.85,;2.62
0.13,;-0.03,;0.99
2.99,;0.92,;2.69
0.13,;-0.03,;0.99
3.11,;0.92,;2.50
0.13,;-0.03,;0.99
3.05,;0.85,;2.50
0.13,;-0.03,;0.99
3.17,;0.85,;2.50
0.13,;-0.03,;0.99
3.23,;0.92,;2.56
0.13,;-0.03,;0.99
3.17,;0.98,;2.56
0.13,;-0.03,;0.99
3.05,;0.85,;2.44
0.13,;-0.03,;0.99
3.17,;0.67,;2.56
0.13,;-0.03,;0.99
3.11,;0.92,;2.62
0.13,;-0.03,;0.99
3.30,;0.67,;2.56
0.13,;-0.03,;0.99
3.17,;1.04,;2.44
0.13,;-0.03,;0.99
3.48,;0.79,;2.50
0.13,;-0.03,;0.99
3.23,;0.98,;2.56
0.13,;-0.03,;0.99
3.23,;0.79,;2.56
0.13,;-0.03,;0.99
3.23,;0.85,;2.44
0.13,;-0.03,;0.99
3.23,;0.92,;2.62
0.13,;-0.03,;0.99
3.17,;0.73,;2.56
0.13,;-0.03,;0.99
3.11,;0.92,;2.56
0.13,;-0.03,;0.99
3.36,;0.85,;2.50
0.13,;-0.03,;0.99
3.17,;0.73,;2.44
0.13,;-0.03,;0.99
2.99,;0.79,;2.56
0.13,;-0.03,;0.99
3.11,;1.10,;2.62
0.13,;-0.03,;0.99
3.17,;0.98,;2.50
0.13,;-0.03,;0.99
3.23,;0.92,;2.50
0.13,;-0.03,;0.99
3.11,;0.85,;2.50
0.13,;-0.03,;0.99
3.17,;0.85,;2.56
0.13,;-0.03,;0.99
3.17,;0.85,;2.56
0.13,;-0.03,;0.99
3.30,;0.85,;2.56
0.13,;-0.03,;0.99
3.36,;0.92,;2.50
0.13,;-0.03,;0.99
3.11,;0.92,;2.62
0.13,;-0.03,;0.99
3.11,;0.79,;2.62
0.13,;-0.03,;0.99
3.11,;0.73,;2.56
0.13,;-0.03,;0.99
3.36,;0.85,;2.50
0.13,;-0.03,;0.99
3.17,;0.85,;2.50
0.13,;-0.03,;0.99
3.17,;0.92,;2.69
0.13,;-0.03,;0.99
3.17,;0.67,;2.38
0.13,;-0.03,;0.99
3.23,;0.79,;2.44
0.13,;-0.03,;0.99
3.17,;0.73,;2.50
0.13,;-0.03,;0.99
3.17,;0.98,;2.50
0.13,;-0.03,;0.99
3.23,;0.98,;2.56
0.13,;-0.03,;0.99
3.23,;0.85,;2.44
0.13,;-0.03,;0.99
3.30,;0.92,;2.44
0.13,;-0.03,;0.99
3.23,;0.79,;2.50
0.13,;-0.03,;0.99
3.05,;0.79,;2.62
0.13,;-0.03,;0.99
3.17,;0.85,;2.44
0.13,;-0.03,;0.99
2.93,;0.67,;2.62
0.13,;-0.03,;0.99
3.11,;0.85,;2.62
0.13,;-0.03,;0.99
3.17,;0.79,;2.50
0.13,;-0.03,;0.99
3.11,;0.92,;2.44
0.13,;-0.03,;0.99
3.05,;0.92,;2.50
0.13,;-0.03,;0.99
3.05,;0.85,;2.62
0.13,;-0.03,;0.99
2.99,;0.79,;2.56
0.13,;-0.03,;0.99
3.17,;0.85,;2.56
0.13,;-0.03,;0.99
3.23,;0.79,;2.50
0.13,;-0.03,;0.99
3.23,;0.92,;2.44
0.13,;-0.03,;0.99
3.05,;0.79,;2.44
0.13,;-0.03,;0.99
3.11,;0.92,;2.50
0.13,;-0.03,;0.99
3.11,;0.85,;2.50
0.13,;-0.03,;0.99
3.11,;0.85,;2.69
0.13,;-0.02,;0.99
3.36,;0.85,;2.62
0.13,;-0.03,;0.99
3.36,;0.73,;2.56
0.13,;-0.03,;0.99
3.17,;0.67,;2.56
0.13,;-0.03,;0.99
3.23,;0.67,;2.44
0.13,;-0.03,;0.99
3.11,;0.92,;2.44
0.13,;-0.03,;0.99
3.23,;0.92,;2.50
0.13,;-0.02,;0.99
3.11,;0.85,;2.56
0.13,;-0.03,;0.99
3.23,;0.79,;2.44
0.13,;-0.03,;0.99
3.23,;0.79,;2.50
0.13,;-0.03,;0.99
2.99,;0.85,;2.44
0.13,;-0.03,;0.99
3.17,;0.67,;2.56
0.13,;-0.03,;0.99
3.23,;0.92,;2.44
0.13,;-0.03,;0.99
3.17,;0.73,;2.44
0.13,;-0.03,;0.99
3.05,;0.85,;2.44
0.13,;-0.03,;0.99
3.23,;0.79,;2.50
0.13,;-0.03,;0.99
3.23,;0.73,;2.56
0.13,;-0.03,;0.99
3.30,;0.85,;2.56
0.13,;-0.03,;0.99
3.30,;0.73,;2.44
0.13,;-0.03,;0.99
3.17,;0.79,;2.44
0.13,;-0.03,;0.99
3.11,;0.73,;2.32
0.13,;-0.03,;0.99
3.23,;0.85,;2.50
0.13,;-0.03,;0.99
3.11,;0.61,;2.62
0.13,;-0.03,;0.99
3.11,;0.85,;2.56
0.13,;-0.03,;0.99
3.11,;0.85,;2.38
0.13,;-0.03,;0.99
2.99,;0.85,;2.50
0.13,;-0.03,;0.99
3.23,;0.73,;2.62
0.13,;-0.03,;0.99
3.17,;0.79,;2.62
0.13,;-0.03,;0.99
3.11,;0.92,;2.38
0.13,;-0.03,;0.99
2.87,;0.79,;2.62
0.13,;-0.03,;0.99
2.93,;0.79,;2.44
0.13,;-0.03,;0.99
3.05,;0.92,;2.44
0.13,;-0.03,;0.99
3.23,;0.85,;2.50
0.13,;-0.03,;0.99
3.17,;0.67,;2.62
0.13,;-0.03,;0.99
2.99,;0.61,;2.50
0.13,;-0.03,;0.99
2.99,;0.79,;2.50
0.13,;-0.03,;0.99
2.99,;0.79,;2.56
0.13,;-0.03,;0.99
3.11,;0.92,;2.50
0.13,;-0.03,;0.99
3.17,;0.85,;2.56
0.13,;-0.03,;0.99
3.23,;0.73,;2.50
0.13,;-0.03,;0.99
3.30,;0.92,;2.50
0.13,;-0.03,;0.99
3.42,;0.85,;2.56
0.13,;-0.03,;0.99
3.23,;0.85,;2.69
0.13,;-0.03,;0.99
3.17,;0.73,;2.38
0.13,;-0.03,;0.99
3.05,;0.73,;2.44
0.13,;-0.03,;0.99
3.11,;0.79,;2.62
0.13,;-0.03,;0.99
3.17,;0.85,;2.69
0.13,;-0.03,;0.99
2.99,;0.79,;2.69
0.13,;-0.03,;0.99
3.05,;0.85,;2.56
0.13,;-0.03,;0.99
3.17,;0.73,;2.44
0.13,;-0.03,;0.99
3.11,;0.79,;2.56
0.13,;-0.03,;0.99
3.05,;0.79,;2.56
0.13,;-0.03,;0.99
2.81,;0.67,;2.56
0.13,;-0.03,;0.99
3.23,;0.79,;2.56
0.13,;-0.03,;0.99
3.17,;0.79,;2.56
0.13,;-0.03,;0.99
3.30,;0.73,;2.44
0.13,;-0.03,;0.99
3.11,;0.92,;2.56
0.13,;-0.02,;0.99
2.99,;0.73,;2.56
0.13,;-0.03,;0.99
3.05,;0.98,;2.50
0.13,;-0.03,;0.99
2.93,;0.79,;2.50
0.13,;-0.03,;0.99
3.05,;0.73,;2.56
0.13,;-0.03,;0.99
3.23,;0.79,;2.56
0.13,;-0.03,;0.99
3.23,;0.85,;2.62
0.13,;-0.03,;0.99
3.11,;0.73,;2.56
0.13,;-0.03,;0.99
3.17,;0.79,;2.56
0.13,;-0.03,;0.99
3.11,;0.79,;2.50
0.13,;-0.03,;0.99
2.87,;0.73,;2.62
0.13,;-0.03,;0.99
2.99,;0.92,;2.44
0.13,;-0.03,;0.99
3.17,;0.79,;2.69
0.13,;-0.02,;0.99
3.11,;0.85,;2.56
0.13,;-0.03,;0.99
3.11,;0.98,;2.50
0.13,;-0.03,;0.99
3.17,;0.85,;2.69
0.13,;-0.03,;0.99
3.17,;1.04,;2.50
0.13,;-0.02,;0.99
3.17,;0.67,;2.56
0.13,;-0.03,;0.99
3.11,;0.79,;2.62
0.13,;-0.03,;0.99
3.11,;0.79,;2.62
0.13,;-0.03,;0.99
2.93,;0.73,;2.44
0.13,;-0.03,;0.99
3.23,;0.92,;2.50
0.13,;-0.03,;0.99
3.17,;0.73,;2.50
0.13,;-0.03,;0.99
3.11,;0.61,;2.44
0.13,;-0.03,;0.99
3.17,;0.79,;2.62
0.13,;-0.03,;0.99
3.23,;0.85,;2.50
0.13,;-0.03,;0.99
3.17,;0.85,;2.56
0.13,;-0.03,;0.99
3.17,;0.85,;2.56
0.13,;-0.03,;0.99
3.17,;0.92,;2.56
0.13,;-0.03,;0.99
3.05,;0.79,;2.50
0.13,;-0.03,;0.99
3.11,;0.79,;2.56
0.13,;-0.03,;0.99
2.99,;0.79,;2.44
0.13,;-0.03,;0.99
3.17,;0.73,;2.38
0.13,;-0.03,;0.99
2.93,;0.79,;2.44
0.13,;-0.03,;0.99
3.30,;0.85,;2.56
0.13,;-0.03,;0.99
2.99,;0.79,;2.50
0.13,;-0.03,;0.99
3.11,;0.79,;2.56
0.13,;-0.03,;0.99
3.05,;0.92,;2.50
0.13,;-0.03,;0.99
2.99,;0.85,;2.50
0.13,;-0.03,;0.99
3.11,;0.73,;2.44
0.13,;-0.02,;0.99
3.05,;0.85,;2.56
0.13,;-0.03,;0.99
3.05,;0.67,;2.44
0.13,;-0.03,;0.99
2.99,;0.79,;2.50
0.13,;-0.03,;0.99
3.05,;0.92,;2.38
0.13,;-0.03,;0.99
2.87,;0.67,;2.50
0.13,;-0.03,;0.99
3.23,;0.85,;2.44
0.13,;-0.03,;0.99
2.99,;0.92,;2.38
0.13,;-0.03,;0.99
3.11,;0.73,;2.38
0.13,;-0.03,;0.99
2.93,;0.79,;2.38
0.13,;-0.03,;0.99
3.23,;0.79,;2.44
0.13,;-0.03,;0.99
3.23,;0.79,;2.62
0.13,;-0.03,;0.99
3.11,;0.73,;2.38
0.13,;-0.03,;0.99
3.11,;0.85,;2.56
0.13,;-0.03,;0.99
3.05,;0.85,;2.50
0.13,;-0.03,;0.99
3.17,;0.67,;2.50
0.13,;-0.03,;0.99
3.23,;0.85,;2.56
0.13,;-0.03,;0.99
2.99,;0.79,;2.62
0.13,;-0.03,;0.99
3.11,;0.85,;2.62
0.13,;-0.03,;0.99
3.11,;0.61,;2.69
0.13,;-0.02,;0.99
3.11,;0.85,;2.50
0.13,;-0.03,;0.99
3.23,;0.73,;2.44
0.13,;-0.03,;0.99
2.99,;0.73,;2.62
0.13,;-0.03,;0.99
3.17,;0.79,;2.50
0.13,;-0.03,;0.99
3.30,;0.73,;2.62
0.13,;-0.03,;0.99
3.05,;0.79,;2.62
0.13,;-0.03,;0.99
3.05,;0.67,;2.56
0.13,;-0.03,;0.99
3.23,;0.79,;2.56
0.13,;-0.03,;0.99
3.11,;0.79,;2.50
0.13,;-0.03,;0.99
2.99,;0.98,;2.44
0.13,;-0.03,;0.99
2.87,;0.79,;2.56
0.13,;-0.03,;0.99
2.99,;0.92,;2.44
0.13,;-0.02,;0.99
3.17,;0.98,;2.69
0.13,;-0.03,;0.99
3.17,;0.79,;2.56
0.13,;-0.03,;0.99
2.99,;0.98,;2.44
0.13,;-0.03,;0.99
3.17,;0.73,;2.62
0.13,;-0.03,;0.99
3.11,;0.92,;2.50
0.13,;-0.03,;0.99
3.17,;0.85,;2.38
0.13,;-0.03,;0.99
2.99,;0.73,;2.62
0.13,;-0.03,;0.99
3.17,;0.79,;2.62
0.13,;-0.03,;0.99
3.17,;0.85,;2.62
0.13,;-0.03,;0.99
3.30,;0.79,;2.50
0.13,;-0.03,;0.99
3.30,;0.67,;2.44
0.13,;-0.03,;0.99
3.23,;0.79,;2.44
0.13,;-0.03,;0.99
3.23,;0.85,;2.50
0.13,;-0.03,;0.99
3.17,;0.73,;2.50
0.13,;-0.03,;0.99
2.99,;0.73,;2.69
0.13,;-0.03,;0.99
3.30,;0.85,;2.56
0.13,;-0.03,;0.99
3.11,;0.85,;2.38
0.13,;-0.03,;0.99
3.17,;0.79,;2.56
0.13,;-0.03,;0.99
3.17,;0.79,;2.50
0.13,;-0.03,;0.99
3.23,;0.73,;2.44
0.13,;-0.03,;0.99
3.23,;0.67,;2.50
0.13,;-0.03,;0.99
3.05,;0.98,;2.56
0.13,;-0.03,;0.99
3.05,;0.79,;2.38
0.13,;-0.03,;0.99
3.30,;0.85,;2.69
0.13,;-0.03,;0.99
2.99,;0.79,;2.32
0.13,;-0.03,;0.99
3.17,;0.85,;2.50
0.13,;-0.03,;0.99
3.05,;0.79,;2.62
0.13,;-0.03,;0.99
3.17,;0.85,;2.44
0.13,;-0.03,;0.99
3.17,;0.92,;2.56
0.13,;-0.03,;0.99
3.17,;0.73,;2.50
0.13,;-0.03,;0.99
3.17,;0.85,;2.62
0.13,;-0.03,;0.99
3.17,;0.98,;2.50
0.13,;-0.03,;0.99
3.17,;0.85,;2.56
0.13,;-0.03,;0.99
3.11,;0.73,;2.50
0.13,;-0.03,;0.99
3.05,;0.67,;2.56
0.13,;-0.03,;0.99
2.93,;0.73,;2.62
0.13,;-0.02,;0.99
3.17,;0.79,;2.56
0.13,;-0.03,;0.99
3.30,;0.79,;2.50
0.13,;-0.03,;0.99
2.93,;0.79,;2.56
0.13,;-0.03,;0.99
3.17,;0.98,;2.50
0.13,;-0.03,;0.99
3.11,;0.79,;2.62
0.13,;-0.03,;0.99
2.99,;0.73,;2.56
0.13,;-0.03,;0.99
3.11,;0.73,;2.56
0.13,;-0.03,;0.99
3.05,;0.85,;2.62
0.13,;-0.03,;0.99
3.17,;0.92,;2.56
0.13,;-0.03,;0.99
3.23,;0.79,;2.56
0.13,;-0.03,;0.99
3.11,;0.79,;2.56
0.13,;-0.03,;0.99
3.11,;0.92,;2.50
0.13,;-0.03,;0.99
3.05,;0.79,;2.44
0.13,;-0.02,;1.00
1.71,;0.06,;2.56
0.12,;-0.01,;1.00
1.59,;0.24,;2.50
0.13,;-0.03,;0.99
5.68,;1.59,;2.50
0.13,;-0.04,;0.96
4.70,;0.92,;2.38
0.13,;-0.02,;0.99
2.69,;0.67,;2.56
0.13,;-0.03,;0.99
3.11,;0.85,;2.56
0.13,;-0.03,;0.99
3.30,;0.92,;2.62
0.13,;-0.03,;0.99
3.05,;0.98,;2.44
0.13,;-0.02,;1.00
2.93,;0.92,;2.44
0.13,;-0.04,;0.99
3.17,;0.67,;2.87
0.13,;-0.03,;0.99
3.30,;0.92,;2.62
0.29,;0.28,;0.99
4.21,;-0.06,;8.48
-0.10,;-0.14,;1.07
36.87,;7.39,;-25.45
0.02,;-0.04,;1.05
73.36,;17.70,;-32.29
0.06,;-0.15,;1.06
72.27,;28.63,;-18.68
0.08,;-0.31,;1.01
97.78,;67.50,;-23.93
0.22,;-0.54,;1.04
136.35,;39.06,;-17.03
0.34,;-0.50,;0.90
204.77,;-0.37,;-66.65
0.33,;-0.68,;0.83
163.51,;12.76,;-35.03
0.33,;-0.71,;0.74
109.19,;-0.31,;-33.14
0.24,;-0.86,;0.36
89.05,;36.68,;-9.64
0.28,;-0.93,;0.44
-47.42,;67.44,;88.01
0.39,;-0.72,;0.48
-148.19,;168.46,;157.65
0.57,;-0.36,;0.33
-260.93,;204.47,;160.10
0.54,;-0.27,;0.33
-309.88,;169.68,;102.72
0.69,;-0.18,;0.37
-320.07,;128.85,;59.51
0.72,;-0.05,;0.30
-194.46,;28.75,;70.01
0.95,;0.09,;0.45
4.58,;-27.65,;24.66
0.98,;0.06,;0.50
231.38,;-19.04,;-41.08
0.91,;0.01,;0.44
366.27,;-120.30,;-119.69
0.79,;-0.34,;0.54
392.40,;-161.38,;-136.11
0.72,;-0.45,;0.34
357.30,;-149.11,;-209.41
0.26,;-0.92,;0.16
187.38,;-39.18,;-132.39
0.17,;-0.96,;-0.01
94.97,;-25.15,;-97.29
0.17,;-1.04,;0.08
15.93,;-38.76,;-54.32
0.13,;-1.03,;0.06
-126.71,;9.83,;22.77
0.27,;-1.00,;0.67
-374.08,;88.62,;104.25
0.29,;-0.66,;0.58
-250.31,;52.19,;149.23
0.64,;-0.40,;0.84
-190.12,;0.85,;91.19
0.43,;-0.26,;0.76
-3.97,;-50.17,;-2.62
0.46,;-0.42,;0.88
92.83,;-37.78,;-7.69
0.37,;-0.52,;0.84
243.77,;-28.69,;-20.32
0.43,;-0.51,;0.62
296.45,;-96.31,;-74.89
0.20,;-0.65,;0.39
220.64,;-25.82,;-84.53
0.05,;-0.98,;0.16
84.41,;50.23,;-66.16
0.02,;-1.01,;0.03
-77.15,;46.39,;22.77
0.19,;-0.94,;0.44
-279.97,;23.74,;77.94
0.12,;-0.77,;0.79
-294.01,;48.28,;106.99
0.44,;-0.31,;0.87
-269.65,;75.87,;90.21
0.46,;-0.20,;0.81
-128.66,;9.16,;33.08
0.50,;-0.14,;0.97
-89.54,;-3.60,;22.34
0.37,;-0.18,;0.85
28.75,;18.62,;4.82
0.44,;-0.16,;0.84
242.86,;-10.25,;6.65
0.44,;-0.33,;0.82
273.01,;-86.30,;-51.33
0.35,;-0.65,;0.65
234.07,;-17.03,;-56.03
0.24,;-0.87,;0.49
152.83,;5.07,;-39.49
0.23,;-0.83,;0.37
64.15,;5.98,;-22.64
0.23,;-0.90,;0.28
-45.23,;24.78,;5.68
0.20,;-0.94,;0.62
-269.96,;32.47,;56.15
0.32,;-0.46,;0.75
-255.80,;74.22,;107.06
0.55,;-0.29,;0.86
-196.59,;22.28,;59.39
0.42,;-0.14,;0.83
-124.15,;-31.13,;27.04
0.45,;-0.15,;1.00
-12.57,;-38.33,;3.60
0.38,;-0.26,;0.93
118.77,;4.82,;0.06
0.44,;-0.24,;0.86
332.52,;-47.91,;-38.82
0.32,;-0.58,;0.65
277.22,;-65.37,;-76.72
0.15,;-0.77,;0.49
187.01,;16.11,;-73.12
0.14,;-0.91,;0.31
127.01,;34.67,;-70.80
0.07,;-0.98,;0.22
28.69,;28.69,;-30.09
0.06,;-0.98,;0.21
-110.60,;22.40,;13.61
0.01,;-0.87,;0.50
-263.00,;1.16,;65.49
0.16,;-0.72,;1.01
-238.71,;32.17,;89.97
0.30,;-0.40,;0.85
-157.84,;50.17,;92.77
0.34,;-0.33,;0.78
-64.88,;15.69,;54.75
0.43,;-0.21,;0.93
-6.41,;-11.11,;26.55
0.39,;-0.20,;0.84
105.35,;27.40,;-38.27
0.45,;-0.41,;0.85
91.49,;-11.54,;-59.39
0.40,;-0.46,;0.78
151.06,;-10.74,;-71.04
0.22,;-0.76,;0.67
129.76,;-15.63,;-126.34
0.06,;-0.77,;0.45
105.53,;15.50,;-92.41
-0.02,;-1.04,;0.44
-8.73,;21.73,;20.26
0.00,;-0.95,;0.51
-142.58,;38.39,;101.93
0.13,;-0.77,;0.67
-143.07,;52.92,;147.03
0.41,;-0.44,;0.79
-57.92,;16.91,;100.83
0.45,;-0.39,;0.80
-16.60,;-18.74,;37.84
0.42,;-0.43,;0.79
-5.25,;-1.53,;22.95
0.44,;-0.41,;0.76
4.88,;10.25,;16.36
0.44,;-0.43,;0.70
10.62,;6.41,;5.98
0.47,;-0.45,;0.68
-0.31,;-8.85,;15.93
0.41,;-0.39,;0.70
-183.23,;1.40,;67.20
0.44,;-0.02,;0.76
-195.56,;45.10,;67.02
0.63,;0.16,;0.97
-180.42,;17.58,;33.94
0.50,;0.19,;0.86
0.92,;-23.07,;5.00
0.50,;0.18,;0.92
73.73,;-62.99,;-3.11
0.40,;0.04,;0.97
32.53,;-25.09,;-10.68
0.39,;-0.04,;0.95
34.73,;-0.43,;-5.19
0.40,;-0.03,;0.92
24.72,;-10.80,;6.23
0.42,;-0.01,;0.90
12.88,;5.43,;10.80
0.42,;-0.01,;0.87
9.16,;10.13,;12.45
0.49,;0.04,;0.84
1.10,;14.34,;10.93
0.50,;0.01,;0.94
1.77,;-4.76,;1.10
0.46,;0.01,;1.00
11.29,;-4.94,;-1.77
0.45,;0.05,;0.92
3.78,;17.64,;0.61
0.42,;-0.01,;0.84
4.70,;13.37,;-7.69
0.43,;-0.00,;0.83
3.36,;6.84,;-1.95
0.46,;0.00,;0.88
-0.67,;3.05,;-0.61
0.47,;0.01,;0.87
-1.22,;8.61,;-3.36
0.48,;-0.02,;0.88
-1.59,;6.29,;-4.39
0.49,;-0.01,;0.85
-1.16,;9.95,;-8.67
0.48,;-0.04,;0.86
-1.34,;2.38,;-10.38
0.47,;-0.07,;0.95
7.45,;-0.85,;-7.26
0.42,;-0.03,;0.93
265.44,;-9.64,;-1.71
0.42,;-0.34,;0.87
294.31,;-80.51,;-57.37
0.48,;-0.21,;0.66
305.30,;-31.13,;-44.49
0.17,;-0.85,;0.42
60.73,;45.72,;-65.49
0.21,;-0.97,;0.34
39.49,;56.58,;-28.14
0.32,;-0.92,;0.42
-147.09,;27.59,;53.34
0.34,;-0.67,;0.71
-266.48,;66.53,;114.14
0.57,;-0.28,;0.79
-224.24,;83.07,;95.28
0.60,;-0.09,;0.76
-135.68,;30.09,;47.00
0.55,;-0.11,;0.76
162.11,;-22.89,;-30.21
0.56,;-0.33,;0.72
229.55,;-121.70,;-125.61
0.31,;-0.56,;0.57
219.60,;-57.25,;-91.61
0.16,;-0.80,;0.56
89.17,;-22.09,;-35.58
0.23,;-0.84,;0.55
72.20,;5.55,;-34.79
0.20,;-0.94,;0.44
-36.44,;25.94,;6.10
0.22,;-0.93,;0.60
-262.76,;66.77,;99.18
0.36,;-0.49,;0.77
-244.14,;120.24,;140.14
0.54,;-0.10,;0.67
-200.62,;74.46,;152.28
0.62,;0.07,;0.66
-140.44,;-10.62,;57.68
0.70,;0.16,;0.93
-59.69,;-72.08,;17.70
0.49,;0.14,;0.84
143.68,;-45.23,;-59.33
0.54,;-0.15,;0.91
233.09,;-41.50,;-90.64
0.43,;-0.44,;0.76
296.51,;-26.00,;-90.27
0.45,;-0.61,;0.62
231.38,;-34.67,;-93.20
0.26,;-0.85,;0.52
188.66,;-15.75,;-56.52
0.15,;-0.92,;0.35
99.00,;11.54,;-44.19
0.19,;-0.96,;0.31
99.43,;26.67,;-39.25
0.16,;-0.97,;0.16
86.36,;13.49,;-37.84
0.04,;-0.97,;-0.08
33.63,;18.49,;-13.55
0.11,;-0.98,;0.10
2.69,;-30.33,;-11.54
0.06,;-0.94,;0.12
-12.76,;-32.47,;-14.95
0.04,;-0.96,;0.19
1.34,;-15.20,;-21.91
0.05,;-1.00,;0.19
-2.93,;-17.94,;-6.23
0.03,;-1.03,;0.18
5.00,;7.81,;-2.26
0.03,;-1.03,;0.17
-0.31,;1.04,;3.78
0.05,;-1.02,;0.18
-0.37,;-9.46,;6.90
0.02,;-1.02,;0.14
-4.58,;-3.11,;14.53
0.03,;-0.97,;0.14
-2.93,;-24.72,;11.66
0.06,;-0.98,;0.19
-0.73,;-31.07,;8.30
0.05,;-0.99,;0.25
-7.51,;-20.87,;1.95
0.05,;-0.99,;0.25
-4.58,;-16.91,;7.63
0.06,;-0.99,;0.25
-5.68,;-5.55,;7.87
0.06,;-0.97,;0.24
-6.41,;-7.02,;6.10
0.06,;-0.98,;0.27
-3.66,;-6.16,;4.21
0.06,;-0.96,;0.25
-4.88,;-2.08,;5.98
0.06,;-1.00,;0.29
-1.71,;-1.95,;5.19
0.04,;-0.98,;0.27
-5.55,;-5.07,;4.39
0.07,;-0.98,;0.29
0.00,;-2.99,;4.52
0.05,;-0.98,;0.29
1.28,;0.79,;2.01
0.06,;-0.97,;0.28
-1.40,;0.55,;4.09
0.04,;-0.98,;0.27
-2.81,;5.62,;6.16
0.05,;-0.97,;0.29
-1.71,;-1.04,;6.04
0.05,;-0.96,;0.30
-9.46,;0.37,;9.34
0.06,;-0.97,;0.31
-2.81,;-0.85,;4.33
0.07,;-0.97,;0.32
-1.95,;1.83,;6.65
0.07,;-0.97,;0.32
3.72,;2.50,;3.36
0.08,;-0.95,;0.32
5.74,;-2.20,;3.97
0.07,;-0.97,;0.32
9.16,;1.04,;1.95
0.07,;-0.94,;0.29
6.23,;-0.37,;3.66
0.07,;-0.94,;0.31
2.81,;1.83,;3.48
0.07,;-0.96,;0.30
2.81,;0.24,;3.54
0.07,;-0.96,;0.30
4.52,;0.24,;3.42
0.08,;-0.95,;0.30
1.77,;0.18,;4.82
0.08,;-0.97,;0.31
5.07,;-0.79,;1.34
0.07,;-0.96,;0.30
3.54,;1.16,;3.60
0.08,;-0.96,;0.31
5.68,;0.00,;2.01
